playerID,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_CG,PI_SV,PI_H,PI_HR,PI_BB,PI_SO,PI_AVG_ERA,PI_R,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,MAX_SAL,MAX_SAL_YEAR,A_YP,A_G_ALL,A_GP,inducted
pennohe01,108,232,33,103,1,0,0,240,162,247,32,3900,128,916,1227,4.056086956521739,1692,0,0,824,26,45,NULL,NULL,NULL,22,621,617,Y
pensopa01,0,0,0,0,0,0,0,1,1,0,0,14,1,14,3,4.5,11,3,48,1,1,0,NULL,NULL,NULL,1,5,5,NULL
pentzge01,1,1,0,0,0,0,0,8,9,0,7,177,14,108,116,4,94,4,573,33,2,2,NULL,NULL,NULL,4,104,104,NULL
peoplji01,157,264,38,141,55,0,0,0,2,1,0,30,0,2,4,12,28,0,8907,651,269,55,NULL,NULL,NULL,6,344,2,NULL
peppebo01,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,1.8,5,0,0,1,0,0,NULL,NULL,NULL,1,1,1,NULL
peppeha01,0,0,0,0,0,0,0,0,1,0,0,10,0,4,0,6.75,7,0,24,1,0,0,NULL,NULL,NULL,1,2,2,NULL
peppela01,2,4,1,1,0,0,0,2,8,0,0,134,11,98,40,7.335,102,17,329,21,1,1,NULL,NULL,NULL,4,46,44,NULL
peralfr01,2,7,0,2,0,0,0,26,13,1,1,242,39,145,453,4.085,156,50,1011,16,6,0,1,NULL,NULL,4,100,98,NULL
peralwa01,0,0,0,0,0,0,0,12,12,0,5,233,31,110,193,4.827500000000001,129,1,706,44,1,4,NULL,NULL,NULL,6,266,266,NULL
perazjo01,234,534,82,182,79,31,6,0,0,0,0,3,0,0,0,13.5,1,487,12987,1140,50,250,NULL,NULL,NULL,7,618,3,NULL
perazlu01,0,0,0,0,0,0,0,0,0,0,0,12,1,2,7,6,6,0,27,1,0,0,NULL,NULL,NULL,1,8,8,NULL
perdoan01,0,0,0,0,0,0,0,1,0,0,0,15,4,23,33,13.3,19,0,59,2,1,0,NULL,NULL,NULL,2,22,22,NULL
perdolu01,0,0,0,0,0,0,0,1,0,0,0,73,12,46,63,5.66,45,0,234,10,1,1,NULL,NULL,NULL,3,51,51,NULL
perdolu02,4,13,2,6,0,0,0,20,31,1,0,513,53,161,333,5.428,279,61,1333,51,5,3,NULL,507500,2016,5,134,133,NULL
perduhu01,20,42,1,10,0,0,0,51,64,64,7,1037,43,199,317,4.148333333333333,503,0,0,175,15,5,NULL,NULL,NULL,5,161,161,N
perezbe01,0,3,0,0,0,0,0,2,1,0,0,16,3,13,9,3.86,9,3,63,4,0,0,NULL,NULL,NULL,1,9,8,NULL
perezci01,0,0,0,0,0,0,0,2,3,0,0,45,11,35,52,5.7975,38,0,152,8,0,0,NULL,NULL,NULL,4,45,45,NULL
perezfr01,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,4.05,3,0,20,0,0,0,NULL,NULL,NULL,1,4,4,NULL
perezge01,0,0,0,0,0,0,0,0,1,0,1,9,1,4,2,5.4,5,0,25,0,0,0,NULL,NULL,NULL,1,4,4,NULL
perezhe02,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,10.8,2,0,5,0,0,0,NULL,NULL,NULL,1,1,1,NULL
perkice01,0,0,0,1,0,0,0,0,1,0,0,6,1,2,1,9,5,1,15,1,0,0,NULL,NULL,NULL,1,2,2,NULL
perkich01,1,3,0,0,0,0,0,0,3,0,0,62,3,29,20,7.484999999999999,45,0,0,8,3,0,NULL,NULL,NULL,2,19,19,NULL
perkoha01,19,43,7,13,0,0,0,33,40,24,5,719,65,324,296,4.5025,381,16,430,138,2,8,NULL,NULL,NULL,8,197,184,NULL
perkojo01,0,0,0,0,0,0,0,0,0,0,0,7,3,1,3,7.2,4,0,0,0,0,0,NULL,NULL,NULL,1,1,1,NULL
perlmjo01,0,0,0,0,0,0,0,1,2,0,0,46,4,23,17,6.960000000000001,30,0,119,10,1,0,NULL,NULL,NULL,3,26,26,NULL
permele01,0,1,0,0,0,0,0,0,1,1,0,11,0,11,6,4.845000000000001,6,0,0,5,0,1,NULL,NULL,NULL,2,8,8,NULL
pernohu01,3,1,0,0,1,0,0,4,3,4,0,63,1,18,28,4.48,26,5,165,34,1,1,NULL,NULL,NULL,2,14,14,NULL
perraro01,6,16,1,3,0,0,0,79,74,0,179,1097,50,468,687,3.301333333333333,442,1,3527,222,18,12,NULL,NULL,NULL,13,737,737,N
perribi01,0,0,0,0,0,0,0,0,1,0,0,13,0,2,3,14.4,9,0,0,2,0,0,NULL,NULL,NULL,1,1,1,NULL
perrige01,198,438,75,183,34,0,0,0,0,0,0,2,0,1,0,13.5,1,201,5364,1069,112,118,NULL,NULL,NULL,5,515,1,NULL
perripo01,27,72,10,21,2,1,0,92,78,93,8,1416,41,390,543,3.483636363636364,604,0,0,349,30,9,NULL,NULL,NULL,10,257,256,NULL
perryga01,48,141,17,47,0,0,0,314,265,303,11,4938,399,1379,3534,3.3960000000000004,2128,690,16052,877,38,58,5,NULL,NULL,22,787,777,Y
perryji01,73,177,22,59,0,1,0,215,174,109,10,3127,308,998,1576,3.6726315789473687,1407,448,9858,506,29,33,3,NULL,NULL,17,635,630,N
perrypa01,0,0,0,0,0,0,0,2,4,0,0,52,2,16,19,3.93,27,0,0,19,0,1,NULL,NULL,NULL,1,24,24,NULL
perrysc01,7,40,6,10,1,0,0,40,68,69,5,922,23,283,231,3.763333333333333,400,0,0,278,16,19,NULL,NULL,NULL,7,132,132,NULL
pertibi01,8,16,3,2,0,0,0,22,18,17,2,370,14,138,98,4.035,201,0,0,75,4,0,NULL,NULL,NULL,4,75,74,NULL
perzast01,0,0,0,0,0,0,0,5,11,2,2,160,7,60,70,9.912,94,16,428,31,3,1,NULL,NULL,NULL,5,37,37,NULL
peterad01,0,0,0,0,0,0,0,5,11,2,0,167,24,65,75,10.238,103,27,465,12,3,1,NULL,NULL,NULL,5,39,39,NULL
peterad02,0,0,0,0,0,0,0,0,0,0,0,7,1,3,2,16.88,5,0,8,0,0,0,NULL,NULL,NULL,1,3,3,NULL
peterbr01,48,103,22,29,15,3,2,0,0,0,0,0,0,1,0,0,0,109,3097,9,3,3,NULL,NULL,NULL,3,181,1,NULL
peterda01,2,1,1,0,0,0,0,8,8,0,0,100,16,53,109,4.49,64,24,349,14,0,1,NULL,NULL,NULL,2,26,25,NULL
peterdi01,3,1,0,0,0,0,0,8,10,0,0,180,29,70,124,7.523999999999999,106,30,478,24,0,4,NULL,NULL,NULL,5,37,37,NULL
peterfr01,31,82,15,31,0,0,0,133,131,90,1,2217,173,426,1015,3.634615384615384,947,330,6653,429,21,44,1,NULL,NULL,11,355,355,NULL
peterga01,86,179,31,102,0,1,3,124,103,79,5,1894,157,706,1420,3.133571428571429,847,286,6243,312,15,27,2,NULL,NULL,14,450,359,NULL
peterji01,3,5,1,2,0,0,0,2,6,1,0,140,9,42,29,6.376666666666668,80,0,0,37,0,0,NULL,NULL,NULL,3,41,41,NULL
peterjo01,373,748,92,249,14,8,0,0,0,0,1,1,0,1,0,0,1,55,16674,2083,455,166,NULL,NULL,NULL,11,615,1,NULL
peterke01,3,10,0,3,0,0,0,13,38,7,5,434,33,215,208,4.435,258,0,0,58,2,3,NULL,NULL,NULL,8,147,147,NULL
peterra01,0,0,0,0,0,0,0,0,2,0,0,7,0,5,1,31.5,7,2,6,1,0,0,NULL,NULL,NULL,1,2,2,NULL
peterru01,2,7,1,3,0,0,0,7,8,5,0,186,3,49,52,3.9799999999999995,99,0,0,64,4,4,NULL,NULL,NULL,2,39,39,NULL
petersi01,0,0,0,0,0,0,0,2,0,0,0,15,0,3,0,2.7,3,0,0,2,0,0,NULL,NULL,NULL,1,3,3,NULL
peterti01,0,0,0,0,0,0,0,2,2,0,0,36,9,12,28,5.545,23,0,105,2,0,0,NULL,NULL,NULL,2,28,28,NULL
petribi01,0,0,0,0,0,0,0,0,0,0,0,8,3,7,6,7.45,8,0,29,0,0,0,NULL,NULL,NULL,1,8,8,NULL
pettibo01,62,93,8,40,25,0,0,0,0,0,1,3,1,2,0,0,8,0,2199,51,16,4,NULL,NULL,NULL,3,96,1,NULL
pettija01,0,0,0,0,0,0,0,0,4,1,0,28,8,8,10,5.33,16,4,81,4,0,0,NULL,NULL,NULL,1,4,4,NULL
pettile01,5,2,0,2,0,0,0,8,6,1,3,135,7,62,45,8.1,70,0,0,19,3,0,NULL,NULL,NULL,2,44,44,NULL
pettipa01,0,2,0,0,0,0,0,1,2,0,0,35,2,21,14,5.545,28,0,0,6,0,0,NULL,NULL,NULL,2,13,12,NULL
pettych01,13,22,1,11,1,0,0,10,15,19,0,308,11,94,40,5.7775,216,0,684,38,8,0,NULL,NULL,NULL,3,34,34,NULL
pettyje01,23,53,10,24,1,0,0,67,78,76,4,1286,77,296,407,3.9612499999999997,605,0,0,221,20,9,NULL,NULL,NULL,7,207,207,NULL
pezzupr01,1,6,0,2,0,0,0,3,5,2,1,116,5,51,24,5.45,75,0,0,9,1,0,NULL,NULL,NULL,2,42,42,NULL
pfannbi01,0,0,0,0,0,0,0,0,1,0,0,10,1,4,0,27,10,0,9,2,0,0,NULL,NULL,NULL,1,1,1,NULL
pfeffbi01,20,66,12,28,4,0,0,31,39,59,2,660,14,292,317,4.841666666666666,357,73,2133,191,7,1,NULL,NULL,NULL,6,148,113,NULL
pfefffr01,1096,1680,231,1021,383,0,0,2,1,2,2,41,1,20,13,3.9825000000000004,26,0,44265,5530,980,952,NULL,NULL,NULL,16,1671,8,NULL
pfeffje01,49,180,16,62,3,2,0,158,112,194,10,2320,67,592,836,3.2826666666666666,921,0,0,549,23,21,NULL,NULL,NULL,13,352,347,NULL
pfiesja01,18,36,3,14,2,0,0,71,44,75,0,869,6,293,503,3.28125,365,120,3102,278,23,5,NULL,NULL,NULL,8,149,149,NULL
pfistda01,8,12,0,0,0,0,0,6,19,2,1,238,40,142,156,7.1075,150,29,748,39,5,2,NULL,NULL,NULL,4,78,65,NULL
pfundle01,2,4,1,4,0,0,0,3,2,2,0,69,4,35,27,5.2,51,0,0,14,2,1,NULL,NULL,NULL,1,15,15,NULL
phebubi01,1,0,0,1,0,0,0,3,2,4,2,46,4,35,18,5.343333333333334,28,0,0,7,1,0,NULL,NULL,NULL,3,13,13,NULL
phelpra01,12,31,5,12,0,0,0,33,35,24,1,700,48,220,190,5.172,375,0,0,144,8,13,NULL,NULL,NULL,5,126,126,NULL
phillbi02,56,122,9,43,3,0,0,70,76,119,3,1477,32,363,373,4.531428571428572,839,0,3963,393,41,17,NULL,NULL,NULL,7,196,176,NULL
phillbr02,91,120,18,78,29,5,2,0,0,0,0,2,0,2,0,9,1,167,4731,14,5,4,NULL,NULL,NULL,5,272,1,NULL
phillbu01,3,6,1,2,0,0,0,0,0,0,0,68,6,18,9,8.04,44,0,0,5,0,0,NULL,NULL,NULL,1,14,14,NULL
phillde01,96,185,23,90,4,0,0,189,109,242,12,2518,41,363,929,3.583076923076923,1071,123,7872,624,34,17,NULL,NULL,NULL,13,378,373,N
philled03,0,0,0,0,0,0,0,0,2,0,0,29,4,10,23,5.32,14,0,72,1,0,0,NULL,NULL,NULL,1,18,18,NULL
phillev01,0,0,0,0,0,0,0,2,4,0,1,70,9,45,79,7.503333333333331,53,1,202,2,0,0,NULL,NULL,NULL,4,56,56,NULL
phillhe01,0,0,0,0,0,0,0,1,1,0,0,10,1,4,2,3.68,3,0,22,4,0,1,NULL,NULL,NULL,1,6,6,NULL
phillja01,1,1,0,0,0,0,0,0,0,0,0,5,1,5,0,10.38,5,0,0,0,0,0,NULL,NULL,NULL,1,2,1,NULL
phillja02,111,252,42,101,5,3,0,0,0,0,0,7,0,1,2,7.2,4,82,2131,145,33,201,NULL,NULL,NULL,9,343,1,NULL
phillre01,5,13,2,2,0,0,0,4,4,4,1,155,13,38,18,6.33,84,0,0,16,1,3,NULL,NULL,NULL,2,29,29,NULL
phillta01,3,6,0,3,0,0,0,16,22,9,6,460,42,211,233,6.254285714285714,251,45,1316,92,7,8,NULL,NULL,NULL,6,147,147,NULL
phillto01,2,8,0,1,0,0,0,8,12,6,0,164,4,71,44,3.2,85,0,0,31,5,1,NULL,NULL,NULL,4,45,45,NULL
phillza01,0,0,0,0,0,0,0,0,1,0,0,24,4,9,20,3.8075,8,0,67,2,0,0,NULL,NULL,NULL,4,27,27,NULL
phoebto01,22,57,8,21,0,0,0,56,52,29,6,888,85,489,725,3.7437500000000004,427,149,3089,125,6,6,NULL,NULL,NULL,7,202,201,NULL
phoenst01,0,0,0,0,0,0,0,0,0,0,0,7,1,5,6,19.314999999999998,9,0,18,0,0,0,NULL,NULL,NULL,2,3,3,NULL
phylebi01,17,32,5,8,2,0,0,10,19,28,2,324,4,89,76,3.0833333333333335,194,21,1368,116,15,3,NULL,NULL,NULL,4,61,37,NULL
piattdo01,0,0,0,0,0,0,0,0,0,0,0,29,3,17,29,2.6,11,0,104,4,0,1,NULL,NULL,NULL,1,21,21,NULL
piattwi01,66,130,8,48,2,0,0,86,79,139,1,1481,26,455,517,3.6271428571428572,826,0,4173,274,53,4,NULL,NULL,NULL,6,187,182,NULL
pichero01,1,1,0,2,0,0,0,10,16,3,12,216,23,123,157,4.3999999999999995,130,11,664,37,1,3,NULL,NULL,NULL,6,136,134,NULL
pickech01,1,0,0,0,0,0,0,0,0,0,0,7,0,2,2,1.5,2,0,18,2,1,0,NULL,NULL,NULL,1,2,2,NULL
pickeri01,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,81,6,0,2,0,0,0,NULL,NULL,NULL,1,2,2,NULL
pickfke01,0,0,0,0,0,0,0,0,2,0,0,37,3,20,18,6,23,4,90,5,1,1,NULL,NULL,NULL,1,16,16,NULL
pickrcl01,0,0,0,0,0,0,0,1,0,0,0,44,0,10,15,4.505,16,0,0,0,0,0,NULL,NULL,NULL,2,19,19,NULL
piconma01,1,1,1,2,0,0,0,0,2,0,0,43,7,25,11,6.52,29,1,72,10,0,1,NULL,NULL,NULL,3,13,13,NULL
piechal01,3,4,0,2,0,0,0,2,5,2,0,68,6,42,18,2.875,45,0,0,12,0,0,NULL,NULL,NULL,2,22,22,NULL
piehcy01,2,5,2,7,0,0,0,9,9,4,0,156,8,75,76,4.09,89,0,0,49,3,2,NULL,NULL,NULL,3,44,43,NULL
piercbi01,9,33,10,14,0,0,0,27,43,28,0,676,16,268,165,4.081666666666667,362,0,0,191,16,8,NULL,NULL,NULL,6,116,116,NULL
piercbi02,94,203,13,69,1,2,0,211,169,193,32,2989,284,1178,1999,3.334999999999999,1325,280,6250,487,28,32,7,NULL,NULL,18,616,585,N
pierced01,0,0,0,0,0,0,0,0,0,0,0,9,1,4,3,3.38,2,1,16,1,0,0,NULL,NULL,NULL,1,2,2,NULL
piercje01,0,0,0,0,0,0,0,0,3,0,0,16,0,14,12,6.6,12,0,45,2,0,0,NULL,NULL,NULL,1,12,12,NULL
piercra01,6,8,1,3,0,0,0,7,11,5,0,269,12,63,38,6.163333333333333,144,0,0,41,1,4,NULL,NULL,NULL,3,68,66,NULL
piercto01,1,0,0,0,0,0,0,4,6,0,8,118,9,40,77,3.45,58,9,390,17,0,1,NULL,NULL,NULL,2,66,66,NULL
pierema01,20,45,3,18,1,1,0,30,38,21,8,713,34,321,188,5.5600000000000005,397,0,0,154,14,5,NULL,NULL,NULL,6,220,194,NULL
pieroal01,1,2,0,2,0,0,0,1,2,2,0,26,2,12,13,12.24,13,0,0,6,1,0,NULL,NULL,NULL,2,8,8,NULL
pierrbi01,1,2,0,0,0,0,0,0,2,0,0,33,2,28,13,10.55,34,0,0,3,0,0,NULL,NULL,NULL,1,13,12,NULL
piersch01,0,0,0,0,0,0,0,0,0,0,0,12,0,6,7,2.38,4,0,34,0,0,0,NULL,NULL,NULL,1,11,11,NULL
piersda01,33,55,4,13,0,0,0,0,1,0,0,2,1,0,0,0,2,0,1572,58,59,6,NULL,NULL,NULL,1,57,1,NULL
pierswi01,0,2,0,0,0,0,0,0,1,0,0,32,0,31,10,3.4066666666666663,14,0,0,7,1,0,NULL,NULL,NULL,3,11,11,NULL
piktuge01,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,7.2,4,0,15,0,0,0,NULL,NULL,NULL,1,2,2,NULL
pilledu01,21,38,5,15,0,0,0,38,66,34,2,985,67,391,305,4.665555555555556,498,30,669,144,10,16,NULL,NULL,NULL,8,202,188,NULL
pillehe01,16,42,5,21,0,0,0,34,32,33,3,600,14,192,148,7.370000000000001,280,0,0,179,16,7,NULL,NULL,NULL,4,107,107,NULL
pillisq01,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,6.75,5,0,0,2,0,0,NULL,NULL,NULL,1,2,2,NULL
pillty01,0,0,0,0,0,0,0,0,3,0,0,22,3,10,16,5.32,16,3,66,6,0,0,NULL,NULL,NULL,1,7,7,NULL
pinaho01,1,5,0,1,0,0,0,23,23,0,38,358,28,216,278,2.8411111111111107,176,7,1297,104,4,12,NULL,NULL,NULL,8,314,314,NULL
pindebr01,0,1,1,1,0,0,0,0,2,0,0,31,4,15,26,10.465,11,0,86,3,0,1,NULL,NULL,NULL,2,26,26,NULL
pinkhed01,27,25,5,17,5,2,0,1,0,0,1,10,0,3,0,3.48,8,24,678,59,32,1,NULL,NULL,NULL,1,24,3,NULL
pinknge01,874,1212,170,539,296,0,0,0,0,0,0,2,0,0,0,4.5,1,0,30483,2355,458,170,NULL,NULL,NULL,10,1163,1,NULL
pinnaed01,0,0,0,0,0,0,0,0,0,0,1,5,0,2,2,2.57,2,0,21,1,0,0,NULL,NULL,NULL,1,2,2,NULL
pinoyo01,0,0,0,0,0,0,0,2,7,0,0,89,10,17,63,4.165,45,12,239,7,2,0,NULL,NULL,NULL,2,18,18,NULL
pintole01,1,1,0,0,0,0,0,0,1,0,0,38,2,14,5,7.055,24,0,0,6,2,0,NULL,NULL,NULL,2,12,12,NULL
pintori01,1,0,0,0,0,0,0,1,2,0,0,43,8,19,25,11.66,32,0,96,3,1,0,NULL,NULL,NULL,2,28,27,NULL
pipgred01,0,0,0,0,0,0,0,0,1,0,0,16,2,6,5,5.4,11,0,0,1,0,0,NULL,NULL,NULL,1,5,5,NULL
pipgrge01,37,88,11,42,0,1,0,102,73,93,12,1529,66,598,714,5.7975,801,0,0,242,22,10,NULL,NULL,NULL,11,276,276,NULL
pippeco01,1,6,1,2,0,0,0,5,16,5,1,253,22,64,55,6.88,144,0,0,38,3,4,NULL,NULL,NULL,3,38,38,NULL
pirtlge01,0,0,0,0,0,0,0,0,2,0,0,33,5,23,14,5.96,24,0,77,4,1,0,NULL,NULL,NULL,1,19,19,NULL
pitlosk01,2,2,1,2,0,0,0,8,8,1,1,196,20,103,124,3.03,106,20,578,25,4,2,NULL,NULL,NULL,3,59,59,NULL
pittito01,39,92,4,29,4,0,0,115,113,187,3,2017,39,734,832,3.28625,985,102,6120,528,49,13,NULL,NULL,NULL,8,262,262,NULL
pitulst01,3,3,0,2,0,0,0,2,2,1,0,67,8,32,17,4.98,37,5,179,9,0,1,NULL,NULL,NULL,1,24,23,NULL
pivetni01,7,9,1,1,0,0,0,30,38,1,2,565,97,218,609,6.396666666666666,338,103,1684,42,7,0,NULL,NULL,NULL,5,126,125,NULL
pizarju01,72,133,18,66,1,1,1,131,105,79,28,1807,201,888,1522,4.029545454545454,890,245,6102,299,12,15,2,NULL,NULL,18,496,488,N
pladsgo01,1,0,0,0,0,0,0,0,4,0,0,66,4,23,18,17.9625,37,6,152,9,2,0,NULL,NULL,NULL,4,20,20,NULL
planeem01,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,10.13,7,0,0,0,0,0,NULL,NULL,NULL,1,2,2,NULL
planked01,130,331,39,122,13,1,0,326,194,410,23,3958,42,1072,2246,2.341176470588235,1563,242,8751,1108,40,37,NULL,NULL,NULL,17,629,623,Y
planked02,0,0,0,0,0,0,0,0,0,0,0,15,1,4,2,5.705,8,0,31,0,1,0,NULL,NULL,NULL,2,9,9,NULL
plaweke01,104,261,55,124,2,2,10,0,0,0,0,5,3,1,0,3,4,300,8174,140,14,8,NULL,511360,2016,7,385,6,NULL
pleisbi01,5,8,0,2,0,0,0,21,16,1,13,269,31,126,184,3.7566666666666673,148,10,842,31,3,3,NULL,NULL,NULL,6,190,190,NULL
plesaza01,0,0,0,0,0,0,0,22,14,1,0,277,50,80,245,3.5866666666666664,145,54,941,33,4,2,NULL,NULL,NULL,3,54,54,NULL
plittno01,2,5,0,2,0,0,0,3,6,1,0,85,3,38,9,4.363333333333333,44,0,0,19,2,1,NULL,NULL,NULL,2,23,23,NULL
ploditi01,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,1,0,0,0,0,0,NULL,NULL,NULL,1,1,1,NULL
plutkad01,0,0,0,0,0,0,0,14,14,0,3,293,66,85,200,5.818,167,37,821,19,2,1,NULL,NULL,NULL,5,88,88,NULL
plympje01,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,0,0,0,16,0,0,0,NULL,NULL,NULL,1,4,4,NULL
poatra01,9,14,3,14,0,0,0,22,30,15,1,425,48,162,178,6.765714285714286,231,0,0,56,3,11,NULL,NULL,NULL,6,116,116,NULL
pocheco01,0,0,0,0,0,0,0,5,5,0,2,33,9,19,72,4.7,27,0,155,1,0,0,NULL,NULL,NULL,1,51,51,NULL
podbibu01,7,29,1,9,0,0,0,25,42,20,3,693,79,245,242,5.861,362,29,604,103,3,8,NULL,NULL,NULL,9,173,172,NULL
podgajo01,10,27,2,11,0,0,0,20,37,20,0,542,22,165,129,4.216666666666666,273,0,0,124,11,8,NULL,NULL,NULL,5,123,115,NULL
podrejo01,61,145,19,50,1,2,0,148,116,77,11,2239,242,743,1435,4.3125,1026,322,6450,313,18,24,3,NULL,NULL,15,462,440,N
poetzjo01,1,0,0,0,0,0,0,0,1,0,0,5,2,8,0,3.38,3,0,0,2,0,0,NULL,NULL,NULL,1,2,2,NULL
poffebo01,5,19,3,5,0,0,0,16,12,13,4,301,17,149,65,4.956666666666667,160,0,0,51,2,4,NULL,NULL,NULL,3,57,57,NULL
poholto01,20,39,7,14,1,0,0,31,52,30,1,791,90,192,316,3.9166666666666665,381,77,1632,134,4,8,NULL,NULL,NULL,6,159,159,NULL
poindje01,1,2,0,2,0,0,0,0,2,0,0,42,0,31,14,5.45,30,0,0,7,0,0,NULL,NULL,NULL,2,14,14,NULL
polchlo01,0,0,0,0,0,0,0,0,1,1,0,9,0,4,2,5.63,5,0,24,2,0,0,NULL,NULL,NULL,1,1,1,NULL
poledi01,0,0,0,0,0,0,0,25,37,8,1,607,61,209,239,5.03,329,77,1593,61,4,1,NULL,NULL,NULL,6,122,122,NULL
polivke01,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,3,1,0,0,0,0,0,NULL,NULL,NULL,1,2,2,NULL
polleho01,54,129,17,48,0,0,0,131,116,116,20,2096,146,745,934,4.017647058823529,957,31,717,396,20,32,3,NULL,NULL,14,407,403,NULL
pollilo01,1,1,0,1,0,0,0,0,2,0,3,55,3,23,11,4.970000000000001,33,0,0,7,1,0,NULL,NULL,NULL,2,24,24,NULL
polonjo01,0,0,0,0,0,0,0,1,0,0,0,8,1,1,5,6.43,5,1,21,0,0,0,NULL,NULL,NULL,1,2,2,NULL
pomerst01,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,3,2,0,18,0,0,0,NULL,NULL,NULL,1,3,3,NULL
pomorjo01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5.4,2,0,0,0,0,0,NULL,NULL,NULL,1,3,3,NULL
ponceco01,0,0,0,0,0,0,0,1,7,0,0,68,13,17,48,5.11,41,5,166,1,0,0,NULL,NULL,NULL,2,20,20,NULL
ponceda01,0,1,0,1,0,0,0,3,8,0,3,115,21,81,152,4.4,73,22,443,10,2,2,NULL,NULL,NULL,4,58,57,NULL
pondar01,28,45,5,14,3,0,0,35,19,46,2,517,8,150,156,3.3474999999999997,281,0,1500,103,11,3,NULL,NULL,NULL,4,71,69,NULL
pondeel01,2,13,2,5,0,0,0,17,27,20,0,395,11,72,113,3.0460000000000003,173,0,0,106,8,5,NULL,NULL,NULL,4,69,69,NULL
pooleed01,24,51,8,15,1,0,0,33,35,61,1,584,13,238,226,2.473333333333333,288,23,2115,188,13,7,NULL,NULL,NULL,5,96,80,NULL
poormto01,396,498,65,172,165,0,0,3,9,10,1,147,5,30,14,12.5075,110,0,12903,112,110,19,NULL,NULL,NULL,6,496,15,NULL
poppbi01,0,1,0,0,0,0,0,2,6,5,0,87,2,26,20,4.92,60,0,180,19,2,0,NULL,NULL,NULL,1,9,9,NULL
poppese01,0,0,0,0,0,0,0,1,1,0,1,50,3,18,45,4.928,29,0,116,0,2,0,NULL,NULL,NULL,3,34,34,NULL
popza01,0,0,0,0,0,0,0,1,0,0,0,54,3,24,51,4.12,29,0,164,5,0,0,NULL,NULL,NULL,1,50,50,NULL
poredaa01,0,0,0,0,0,0,0,3,1,0,0,40,2,20,33,4.073333333333333,18,0,104,4,0,0,NULL,NULL,NULL,2,40,40,NULL
porraed01,0,0,0,0,0,0,0,0,1,0,0,18,2,7,0,4.35,9,0,0,7,2,0,NULL,NULL,NULL,1,3,3,NULL
portebo01,34,95,15,43,1,0,0,87,97,92,8,1571,113,552,572,5.2575,732,91,2367,280,15,15,1,NULL,NULL,12,322,318,N
portech01,0,0,0,0,0,0,0,13,13,7,0,278,18,54,136,3.882,121,34,711,28,2,4,NULL,NULL,NULL,5,54,54,NULL
portehe01,79,142,13,52,10,0,0,96,107,201,0,1893,43,466,659,5.015,1209,0,5451,375,52,6,NULL,NULL,NULL,6,212,207,NULL
portene01,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2.25,2,0,0,0,1,0,NULL,NULL,NULL,2,3,3,NULL
porteod01,0,0,0,0,0,0,0,0,1,1,0,12,0,5,2,3.38,10,0,24,4,1,0,NULL,NULL,NULL,1,1,1,NULL
portoal01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,NULL,NULL,NULL,1,3,3,NULL
portoar01,11,26,2,11,0,0,0,38,57,33,2,778,82,320,338,5.337142857142857,431,117,2452,98,7,4,NULL,NULL,NULL,7,166,166,NULL
posedbi01,13,40,8,21,0,0,0,41,43,45,6,757,48,248,227,5.114,377,0,0,120,10,8,NULL,NULL,NULL,5,138,138,NULL
poserbo01,0,1,0,0,0,0,0,1,1,0,0,29,0,6,2,18.11,17,0,0,1,0,0,NULL,NULL,NULL,2,9,5,NULL
posselo01,0,1,0,1,0,0,0,2,5,1,0,62,6,24,22,5.192,33,0,0,10,0,1,NULL,NULL,NULL,5,16,15,NULL
peckha01,136,305,52,112,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,18,16,7,NULL,NULL,NULL,7,355,0,NULL
peckiro01,1006,1876,256,740,205,70,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,354,6338,554,952,NULL,NULL,NULL,17,2012,0,N
pedenle01,4,7,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,0,1,NULL,NULL,NULL,1,9,0,NULL
pederst01,1,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,24,0,0,0,NULL,NULL,NULL,1,8,0,NULL
pedrejo01,2,5,1,3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,194,4,1,0,NULL,NULL,NULL,2,14,0,NULL
